Submit_ID,SubmitStatus,Sold_in,Brand,Model Number,Family Name,Country,N-Standard,ApplStandard,Width,Height,Depth,Product Class,Availability Status,Product Website,Representative Brand URL,Expiry Date,Suitable for Gas Types,Nominal Gas Consumption (MJ/Hour),Nominal Delivery output (x Litres per min. @ 45°C rise),Comparative Annual Energy Consumption (MJ/Year),Suitable for Solar boosting,Storage Capacity (Litres),Water Heater Type
105740,Approved,Australia,VULCAN,241026PF/J,PH261CWH,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2022-03-07,"Natural Gas,Propane",199.0,26.0,20453.0,True,0.0,Instantaneous
105740,Approved,Australia,VULCAN,PH261CWH,PH261CWH,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2022-03-07,"Natural Gas,Propane",199.0,26.0,20453.0,True,0.0,Instantaneous
105846,Approved,Australia,Edwards,372627NF,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.edwards.com.au/,2022-03-22,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
105846,Approved,Australia,Edwards,372627PF,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.edwards.com.au/,2022-03-22,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
105846,Approved,Australia,Edwards,374627NF/J,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.edwards.com.au/,2022-03-22,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
105846,Approved,Australia,Edwards,374627PF/J,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.edwards.com.au/,2022-03-22,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
105846,Approved,Australia,Edwards,Outdoor Instantaneous Water Heater 27L 6 Star,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.edwards.com.au/,2022-03-22,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28i*****,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTAH5N,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTAH5P,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTAH6N,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTAH6P,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTAH7N,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTAH7P,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTZH5U,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTZH6U,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
107566,Approved,"Australia,New Zealand",enerMAX,AQ28iTZH7U,AQ28i*****,Taiwan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,458.0,653.0,292.0,Class 2,Available,,,2022-05-30,"Natural Gas,Propane,LPG (AUS),LPG (NZ)",200.0,28.0,19177.69,True,0.0,Instantaneous
108303,Approved,Australia,VULCAN,648130N0,Vulcan Freeloader Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2022-08-10,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108303,Approved,Australia,VULCAN,648130N0/B,Vulcan Freeloader Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2022-08-10,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108303,Approved,Australia,VULCAN,648130P0,Vulcan Freeloader Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2022-08-10,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108303,Approved,Australia,VULCAN,648130P0/B,Vulcan Freeloader Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2022-08-10,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108303,Approved,Australia,VULCAN,Vulcan Freeloader Gas Storage Water Heater,Vulcan Freeloader Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2022-08-10,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108304,Approved,Australia,Rheem,347130N0,Rheem 4 Star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108304,Approved,Australia,Rheem,347130N0/B,Rheem 4 Star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108304,Approved,Australia,Rheem,347130P0,Rheem 4 Star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108304,Approved,Australia,Rheem,347130P0/B,Rheem 4 Star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108304,Approved,Australia,Rheem,Rheem 4 Star Gas Storage Water Heater,Rheem 4 Star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108308,Approved,Australia,EVERHOT,218130N0,Everhot 4 star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108308,Approved,Australia,EVERHOT,218130N0/B,Everhot 4 star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108308,Approved,Australia,EVERHOT,218130P0,Everhot 4 star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108308,Approved,Australia,EVERHOT,218130P0/B,Everhot 4 star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
108308,Approved,Australia,EVERHOT,Everhot 4 star Gas Storage Water Heater,Everhot 4 star Gas Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2022-06-27,"Natural Gas,Propane",30.0,0.0,22253.0,,130.0,Storage
109399,Approved,Australia,Rheem,26L Continuous Hot Water,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,874826NF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,874826NF/J,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,874826PF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,874826PF/J,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,874T26NF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,874T26PF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,876826NF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,876826PF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,876T26NF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109399,Approved,Australia,Rheem,876T26PF,26L Continuous Hot Water,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109400,Approved,Australia,Paloma,26L Continuous Flow Water Heater,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.paloma.com.au/,2022-08-02,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109400,Approved,Australia,Paloma,PH-2605AWN,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.paloma.com.au/,2022-08-02,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109400,Approved,Australia,Paloma,PH-260AWP,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.paloma.com.au/,2022-08-02,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109407,Approved,Australia,AquaMax,26L Continuous Flow Water Heater,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109407,Approved,Australia,AquaMax,CH26-LP-50,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109407,Approved,Australia,AquaMax,CH26-LP-60,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109407,Approved,Australia,AquaMax,CH26-NG-50,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109407,Approved,Australia,AquaMax,CH26-NG-60,26L Continuous Flow Water Heater,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-11,"Natural Gas,Propane",199.0,26.0,18308.0,True,0.0,Instantaneous
109605,Approved,Australia,Rheem,6 Star Outdoor Instantaneous Gas Water Heater 20L,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109605,Approved,Australia,Rheem,874620NF,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109605,Approved,Australia,Rheem,874620NF/J,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109605,Approved,Australia,Rheem,874620PF,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109605,Approved,Australia,Rheem,874620PF/J,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109605,Approved,Australia,Rheem,876620NF,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109605,Approved,Australia,Rheem,876620PF,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109607,Approved,Australia,AquaMax,6 Star Outdoor Instantaneous Gas Water Heater 20L,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109607,Approved,Australia,AquaMax,CG20-LP-50,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109607,Approved,Australia,AquaMax,CG20-LP-60,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109607,Approved,Australia,AquaMax,CG20-NG-50,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109607,Approved,Australia,AquaMax,CG20-NG-60,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.aquamax.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109609,Approved,Australia,Solahart,10143204,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109609,Approved,Australia,Solahart,10143205,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109609,Approved,Australia,Solahart,6 Star Outdoor Instantaneous Gas Water Heater 20L,6 Star Outdoor Instantaneous Gas Water Heater 20L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2022-08-19,"Natural Gas,Propane",153.0,20.0,18674.0,True,,Instantaneous
109610,Approved,,Rheem,6 Star Outdoor Instantaneous Gas Water Heater 16L,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,874616NF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,874616PF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,874E16NF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,874E16PF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,876616NF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,876616PF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,876E16NF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109610,Approved,,Rheem,876E16PF,6 Star Outdoor Instantaneous Gas Water Heater 16L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",126.0,16.0,18222.0,True,,Instantaneous
109611,Approved,Australia,Rheem,6 Star Outdoor Instantaneous Gas Water Heater 12L,6 Star Outdoor Instantaneous Gas Water Heater 12L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",94.0,12.0,18241.0,True,,Instantaneous
109611,Approved,Australia,Rheem,874612NF,6 Star Outdoor Instantaneous Gas Water Heater 12L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",94.0,12.0,18241.0,True,,Instantaneous
109611,Approved,Australia,Rheem,874612PF,6 Star Outdoor Instantaneous Gas Water Heater 12L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",94.0,12.0,18241.0,True,,Instantaneous
109611,Approved,Australia,Rheem,876612NF,6 Star Outdoor Instantaneous Gas Water Heater 12L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",94.0,12.0,18241.0,True,,Instantaneous
109611,Approved,Australia,Rheem,876612PF,6 Star Outdoor Instantaneous Gas Water Heater 12L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.rheem.com.au/,2022-08-19,"Natural Gas,Propane",94.0,12.0,18241.0,True,,Instantaneous
