"app","powerkW","star","internal_heater","Type","Test.Prog.Time"
"clothes_washer",1.20547945205479,2,"No","Non-Drum",45
"clothes_washer",1.51780821917808,2,"No","Non-Drum",45
"clothes_washer",1.27123287671233,2,"No","Non-Drum",45
"clothes_washer",0.778082191780822,4,"No","Non-Drum",47
"clothes_washer",1.53972602739726,2,"No","Non-Drum",44
"clothes_washer",1.59178082191781,2,"No","Non-Drum",45
"clothes_washer",1.30684931506849,3,"No","Non-Drum",49
"clothes_washer",0.879452054794521,4,"No","Non-Drum",55
"clothes_washer",1.81369863013699,2,"No","Non-Drum",63.61
"clothes_washer",1.62465753424658,2,"No","Non-Drum",62.18
"clothes_washer",1.76712328767123,2,"No","Non-Drum",47
"clothes_washer",1.2986301369863,2,"No","Non-Drum",40
"clothes_washer",1.29315068493151,2,"No","Non-Drum",38
"clothes_washer",0.879452054794521,4,"No","Non-Drum",55
"clothes_washer",0.879452054794521,4,"No","Non-Drum",55
"clothes_washer",0.852054794520548,4,"No","Non-Drum",54
"clothes_washer",0.852054794520548,4,"No","Non-Drum",54
"clothes_washer",1.53972602739726,2,"No","Non-Drum",44
"clothes_washer",1.53972602739726,2,"No","Non-Drum",44
"clothes_washer",1.27123287671233,2,"No","Non-Drum",45
"clothes_washer",1.27123287671233,2,"No","Non-Drum",45
"clothes_washer",1.5041095890411,2,"No","Non-Drum",56
"clothes_washer",0.931506849315068,3,"Yes on the warm wash program only","Drum",3.09
"clothes_washer",0.76986301369863,3,"Yes on the warm wash program only","Drum",189
"clothes_washer",2.19452054794521,2,"No","Non-Drum",116
"clothes_washer",1.98630136986301,2,"No","Non-Drum",107.08
"clothes_washer",2.08767123287671,2,"No","Non-Drum",81.7
"clothes_washer",1.08767123287671,2,"Yes on the warm wash program only","Drum",278.52
"clothes_washer",0.802739726027397,4,"Yes on the warm wash program only","Drum",224
"clothes_washer",0.802739726027397,4,"Yes on the warm wash program only","Drum",224
"clothes_washer",0.802739726027397,4,"Yes on the warm wash program only","Drum",224
"clothes_washer",0.767123287671233,4,"No","Drum",238
"clothes_washer",0.956164383561644,4,"Yes on both the warm and cold wash programs","Drum",362.11
"clothes_washer",0.956164383561644,4,"Yes on both the warm and cold wash programs","Drum",362.11
"clothes_washer",1.27945205479452,4,"Yes on the warm wash program only","Drum",188
"clothes_washer",0.882191780821918,3,"Yes on the warm wash program only","Drum",199
"clothes_washer",1.88767123287671,2,"No","Non-Drum",153.47
"clothes_washer",1.48767123287671,2,"Yes on the warm wash program only","Drum",325
"clothes_washer",0.416438356164384,5,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",0.408219178082192,5,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",0.668493150684932,4,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",0.413698630136986,5,"Yes on both the warm and cold wash programs","Drum",189
"clothes_washer",1.26575342465753,4,"No","Non-Drum",116
"clothes_washer",1.33972602739726,2,"No","Non-Drum",68
"clothes_washer",0.679452054794521,4,"Yes on the warm wash program only","Drum",239
"clothes_washer",1.56986301369863,2,"No","Non-Drum",148.77
"clothes_washer",0.86027397260274,4,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",1.42739726027397,4,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",1.42739726027397,4,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",1.42739726027397,4,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",1.42739726027397,4,"Yes on both the warm and cold wash programs","Drum",192
"clothes_washer",1.21095890410959,3,"Yes on the warm wash program only","Drum",350
"clothes_washer",1.26027397260274,3,"Yes on the warm wash program only","Drum",325.3
"clothes_washer",1.45753424657534,2,"No","Non-Drum",60
"clothes_washer",1.63835616438356,2,"No","Non-Drum",60
"clothes_washer",2.3013698630137,3,"Yes on the warm wash program only","Non-Drum",259
"clothes_washer",2.3013698630137,3,"Yes on the warm wash program only","Non-Drum",259
"clothes_washer",2.3013698630137,3,"Yes on the warm wash program only","Non-Drum",259
"clothes_washer",0.958904109589041,2,"No","Non-Drum",52.7
"clothes_washer",1,2,"No","Non-Drum",84
"clothes_washer",1.0958904109589,4,"Yes on the warm wash program only","Drum",288
"clothes_washer",2.3013698630137,3,"Yes on the warm wash program only","Non-Drum",259
"clothes_washer",2.3013698630137,3,"Yes on the warm wash program only","Non-Drum",259
"clothes_washer",2.3013698630137,3,"Yes on the warm wash program only","Non-Drum",259
"clothes_washer",0.978082191780822,4,"Yes on the warm wash program only","Drum",291
"clothes_washer",2.61369863013699,2,"No","Non-Drum",63.3
"clothes_washer",1.93972602739726,2,"No","Non-Drum",82.17
"clothes_washer",0.684931506849315,4,"Yes on both the warm and cold wash programs","Drum",122
"clothes_washer",0.931506849315068,2,"Yes on the warm wash program only","Drum",152
"clothes_washer",1.07945205479452,3,"Yes on the warm wash program only","Drum",180
"clothes_washer",0.958904109589041,2,"No","Non-Drum",52.7
"clothes_washer",0.794520547945205,4,"Yes on the warm wash program only","Drum",345
"clothes_washer",0.602739726027397,4,"Yes on the warm wash program only","Drum",302
"clothes_washer",0.575342465753425,4,"Yes on the warm wash program only","Drum",142
"clothes_washer",0.605479452054794,4,"Yes on the warm wash program only","Drum",173
"clothes_washer",0.605479452054794,4,"Yes on the warm wash program only","Drum",173
"clothes_washer",0.605479452054794,4,"Yes on the warm wash program only","Drum",173
"clothes_washer",0.50958904109589,5,"Yes on the warm wash program only","Drum",197.52
"clothes_washer",0.654794520547945,4,"Yes on the warm wash program only","Drum",248.22
"clothes_washer",0.797260273972603,4,"Yes on the warm wash program only","Drum",226.61
"clothes_washer",0.857534246575342,4,"No","Non-Drum",69
"clothes_washer",0.857534246575342,4,"No","Non-Drum",67
"clothes_washer",1.55616438356164,2,"No","Non-Drum",59
"clothes_washer",2.08767123287671,2,"No","Non-Drum",82
"clothes_washer",1.33424657534247,4,"Yes on the warm wash program only","Drum",309
"clothes_washer",1.38630136986301,2,"No","Non-Drum",111
"clothes_washer",0.89041095890411,4,"Yes on the warm wash program only","Drum",277.48
"clothes_washer",0.89041095890411,4,"Yes on the warm wash program only","Drum",277.48
"clothes_washer",0.863013698630137,4,"Yes on the warm wash program only","Drum",266
"clothes_washer",1.16438356164384,4,"Yes on the warm wash program only","Drum",272.12
"clothes_washer",0.865753424657534,4,"Yes on the warm wash program only","Drum",294
"clothes_washer",1.39452054794521,2,"No","Non-Drum",77.2
"clothes_washer",0.70958904109589,4,"Yes on the warm wash program only","Drum",145
"clothes_washer",1,2,"No","Non-Drum",59
"clothes_washer",1.02739726027397,4,"Yes on the warm wash program only","Drum",330
"clothes_washer",2.08767123287671,2,"No","Drum",85.98
"clothes_washer",1.7013698630137,4,"Yes on the warm wash program only","Drum",287
"clothes_washer",1.7013698630137,4,"Yes on the warm wash program only","Drum",287
"clothes_washer",1.36712328767123,2,"No","Non-Drum",43
"clothes_washer",1.36712328767123,2,"No","Non-Drum",43
"clothes_washer",1.27671232876712,2,"No","Non-Drum",57
"clothes_washer",0.895890410958904,4,"Yes on the warm wash program only","Drum",293
"clothes_washer",0.8,4,"Yes on the warm wash program only","Drum",245
"clothes_washer",1.11506849315068,2,"No","Non-Drum",121.25
"clothes_washer",1.11506849315068,2,"No","Non-Drum",121.25
"clothes_washer",1.11506849315068,2,"No","Non-Drum",121.25
"clothes_washer",1.11506849315068,2,"No","Non-Drum",121.25
"clothes_washer",0.854794520547945,4,"Yes on both the warm and cold wash programs","Drum",306.02
"clothes_washer",1.09315068493151,3,"Yes on the warm wash program only","Drum",232
"clothes_washer",1.2958904109589,3,"Yes on the warm wash program only","Drum",210
"clothes_washer",1.12328767123288,3,"Yes on the warm wash program only","Drum",271
"clothes_washer",1.22191780821918,3,"Yes on the warm wash program only","Drum",204
"clothes_washer",1.34246575342466,2,"No","Non-Drum",99
"clothes_washer",1.72602739726027,2,"No","Non-Drum",103
"clothes_washer",1.98630136986301,2,"No","Non-Drum",107
"clothes_washer",1.22191780821918,2,"No","Non-Drum",132
"clothes_washer",0.945205479452055,4,"Yes on the warm wash program only","Drum",300
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",366
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",366
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",366
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",366
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",366
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",366
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",366
"clothes_washer",0.863013698630137,4,"Yes on the warm wash program only","Drum",203
"clothes_washer",0.863013698630137,4,"Yes on the warm wash program only","Drum",203
"clothes_washer",0.863013698630137,4,"Yes on the warm wash program only","Drum",203
"clothes_washer",2.57808219178082,2,"No","Non-Drum",195
"clothes_washer",2.57808219178082,2,"No","Non-Drum",195
"clothes_washer",2.42191780821918,2,"No","Non-Drum",188
"clothes_washer",0.980821917808219,4,"Yes on the warm wash program only","Drum",208
"clothes_washer",1.24931506849315,2,"No","Non-Drum",122
"clothes_washer",1.20547945205479,4,"Yes on the warm wash program only","Drum",250
"clothes_washer",1.84931506849315,2,"No","Non-Drum",152
"clothes_washer",1.30684931506849,2,"No","Non-Drum",110
"clothes_washer",0.780821917808219,4,"Yes on the warm wash program only","Drum",226
"clothes_washer",0.767123287671233,4,"Yes on the warm wash program only","Drum",261
"clothes_washer",0.821917808219178,4,"Yes on both the warm and cold wash programs","Drum",270
"clothes_washer",0.704109589041096,4,"Yes on the warm wash program only","Drum",229
"clothes_washer",0.775342465753425,4,"Yes on the warm wash program only","Drum",241
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",253
"clothes_washer",0.841095890410959,3,"Yes on the warm wash program only","Drum",204
"clothes_washer",1.54794520547945,2,"No","Non-Drum",47
"clothes_washer",0.542465753424658,5,"Yes on the warm wash program only","Drum",267
"clothes_washer",1.58904109589041,2,"No","Non-Drum",46
"clothes_washer",0.791780821917808,4,"No","Non-Drum",60
"clothes_washer",0.602739726027397,5,"Yes on the warm wash program only","Drum",282
"clothes_washer",0.816438356164384,4,"Yes on the warm wash program only","Drum",288
"clothes_washer",0.586301369863014,5,"Yes on the warm wash program only","Drum",307
"clothes_washer",0.586301369863014,5,"Yes on the warm wash program only","Drum",307
"clothes_washer",0.586301369863014,5,"Yes on the warm wash program only","Drum",307
"clothes_washer",0.780821917808219,4,"Yes on both the warm and cold wash programs","Drum",245
"clothes_washer",0.915068493150685,4,"Yes on both the warm and cold wash programs","Drum",242.33
"clothes_washer",3.21095890410959,1,"No","Drum",171
"clothes_washer",1.55068493150685,2,"No","Non-Drum",48
"clothes_washer",1.07671232876712,4,"Yes on both the warm and cold wash programs","Drum",241.42
"clothes_washer",1.25753424657534,2,"No","Non-Drum",135.47
"clothes_washer",1.50958904109589,2,"No","Non-Drum",134.25
"clothes_washer",0.723287671232877,4,"Yes on the warm wash program only","Drum",261
"clothes_washer",0.723287671232877,4,"Yes on the warm wash program only","Drum",261
"clothes_washer",0.723287671232877,4,"Yes on the warm wash program only","Drum",261
"clothes_washer",1.34246575342466,2,"No","Non-Drum",125.5
"clothes_washer",1.16438356164384,3,"Yes on the warm wash program only","Drum",241
"clothes_washer",1.21095890410959,3,"Yes on the warm wash program only","Drum",349
"clothes_washer",0.838356164383562,4,"Yes on the warm wash program only","Drum",300
"clothes_washer",0.761643835616438,4,"Yes on the warm wash program only","Drum",262
"clothes_washer",0.676712328767123,4,"Yes on both the warm and cold wash programs","Drum",308.05
"clothes_washer",0.742465753424657,4,"Yes on the warm wash program only","Drum",281
"clothes_washer",0.723287671232877,4,"Yes on the warm wash program only","Drum",278
"clothes_washer",1.49041095890411,2,"No","Non-Drum",89.4
"clothes_washer",0.753424657534247,4,"Yes on both the warm and cold wash programs","Drum",369.43
"clothes_washer",0.736986301369863,4,"Yes on the warm wash program only","Drum",359
"clothes_washer",1.81369863013699,2,"No","Non-Drum",30
"clothes_washer",1.25205479452055,2,"No","Non-Drum",65.1
"clothes_washer",0.898630136986301,4,"Yes on the warm wash program only","Drum",288
"clothes_washer",0.838356164383562,4,"Yes on the warm wash program only","Drum",272
"clothes_washer",0.849315068493151,4,"No","Non-Drum",100
"clothes_washer",1.08767123287671,2,"Yes on the warm wash program only","Drum",279
"clothes_washer",1.16986301369863,4,"Yes on the warm wash program only","Drum",125
"clothes_washer",0.73972602739726,4,"No","Non-Drum",105
"clothes_washer",0.821917808219178,4,"Yes on the warm wash program only","Drum",280
"clothes_washer",1.38630136986301,2,"No","Non-Drum",91
"clothes_washer",1.13424657534247,2,"Yes on the warm wash program only","Drum",352
"clothes_washer",1.49041095890411,2,"No","Non-Drum",89.36
"clothes_washer",1.60547945205479,2,"No","Non-Drum",65.46
"clothes_washer",2.08767123287671,2,"No","Non-Drum",81.66
"clothes_washer",0.96986301369863,4,"No","Non-Drum",118
"clothes_washer",1.0958904109589,4,"No","Non-Drum",104
"clothes_washer",1.26027397260274,3,"No","Non-Drum",117
"clothes_washer",0.73972602739726,4,"No","Non-Drum",105
"clothes_washer",1.33972602739726,2,"No","Non-Drum",68
"clothes_washer",1.02191780821918,4,"Yes on the warm wash program only","Drum",231.9
"clothes_washer",1.30684931506849,2,"No","Non-Drum",110
"clothes_washer",1.60547945205479,2,"No","Non-Drum",65.46
"clothes_washer",1.49041095890411,2,"No","Non-Drum",89.36
"clothes_washer",1.0986301369863,2,"No","Non-Drum",62
"clothes_washer",1.38630136986301,2,"No","Non-Drum",90
"clothes_washer",2.08767123287671,2,"No","Non-Drum",82
"clothes_washer",0.904109589041096,4,"Yes on the warm wash program only","Drum",305
"clothes_washer",2.08767123287671,2,"No","Non-Drum",82
"clothes_washer",1.0986301369863,2,"No","Non-Drum",62.4
"clothes_washer",1.38630136986301,2,"No","Non-Drum",90.6
"clothes_washer",1.0986301369863,2,"Yes on the warm wash program only","Non-Drum",64
"clothes_washer",1.33424657534247,4,"Yes on the warm wash program only","Drum",308.3
"clothes_washer",1.13150684931507,4,"Yes on the warm wash program only","Drum",238
"clothes_washer",0.808219178082192,4,"Yes on the warm wash program only","Drum",299.5
"clothes_washer",0.893150684931507,4,"Yes on the warm wash program only","Drum",238
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",0.50958904109589,5,"Yes on the warm wash program only","Drum",251
"clothes_washer",0.575342465753425,5,"Yes on the warm wash program only","Drum",263
"clothes_washer",0.83013698630137,4,"Yes on the warm wash program only","Drum",301.75
"clothes_washer",0.586301369863014,5,"Yes on the warm wash program only","Drum",283
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",273
"clothes_washer",0.646575342465753,4,"Yes on the warm wash program only","Drum",239
"clothes_washer",0.608219178082192,5,"Yes on the warm wash program only","Drum",276
"clothes_washer",0.608219178082192,5,"Yes on the warm wash program only","Drum",276
"clothes_washer",0.608219178082192,5,"Yes on the warm wash program only","Drum",276
"clothes_washer",1.52328767123288,2,"Yes on the warm wash program only","Drum",298
"clothes_washer",1.61643835616438,2,"No","Non-Drum",72.278
"clothes_washer",0.63013698630137,3,"Yes on the warm wash program only","Drum",246
"clothes_washer",0.854794520547945,4,"Yes on the warm wash program only","Drum",220
"clothes_washer",1.71506849315068,3,"No","Non-Drum",92
"clothes_washer",1.71506849315068,3,"No","Non-Drum",92
"clothes_washer",2.05205479452055,3,"No","Non-Drum",192
"clothes_washer",2.05205479452055,3,"No","Non-Drum",192
"clothes_washer",0.893150684931507,4,"Yes on the warm wash program only","Drum",237.6
"clothes_washer",0.838356164383562,4,"Yes on the warm wash program only","Drum",300
"clothes_washer",0.632876712328767,4,"Yes on the warm wash program only","Drum",237
"clothes_washer",0.632876712328767,4,"Yes on the warm wash program only","Drum",237
"clothes_washer",0.632876712328767,4,"Yes on the warm wash program only","Drum",237
"clothes_washer",0.632876712328767,4,"Yes on the warm wash program only","Drum",237
"clothes_washer",0.816438356164384,4,"Yes on the warm wash program only","Drum",222
"clothes_washer",0.887671232876712,4,"Yes on both the warm and cold wash programs","Drum",265.39
"clothes_washer",1.25205479452055,2,"No","Non-Drum",65.1
"clothes_washer",1.25205479452055,2,"No","Non-Drum",65.1
"clothes_washer",1.25205479452055,2,"No","Non-Drum",65.1
"clothes_washer",0.972602739726027,4,"Yes on the warm wash program only","Drum",314.67
"clothes_washer",1.04109589041096,4,"No","Drum",77
"clothes_washer",0.958904109589041,4,"No","Non-Drum",71
"clothes_washer",0.958904109589041,4,"No","Non-Drum",71
"clothes_washer",0.958904109589041,4,"No","Non-Drum",71
"clothes_washer",1.61643835616438,2,"No","Non-Drum",92
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",258
"clothes_washer",1.02739726027397,2,"Yes on the warm wash program only","Drum",192
"clothes_washer",1.15068493150685,3,"Yes on the warm wash program only","Drum",305
"clothes_washer",0.958904109589041,4,"Yes on the warm wash program only","Drum",343
"clothes_washer",1.04109589041096,4,"Yes on the warm wash program only","Drum",369
"clothes_washer",1.2986301369863,2,"Yes on the warm wash program only","Drum",263
"clothes_washer",1.3013698630137,3,"Yes on the warm wash program only","Drum",270
"clothes_washer",1.13698630136986,3,"Yes on the warm wash program only","Drum",297
"clothes_washer",0.693150684931507,4,"Yes on both the warm and cold wash programs","Drum",210
"clothes_washer",0.668493150684932,4,"Yes on both the warm and cold wash programs","Drum",228
"clothes_washer",0.591780821917808,5,"Yes on both the warm and cold wash programs","Drum",229
"clothes_washer",0.728767123287671,5,"Yes on both the warm and cold wash programs","Drum",201
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",1.0986301369863,2,"No","Non-Drum",63
"clothes_washer",0.682191780821918,1,"Yes on the warm wash program only","Drum",360
"clothes_washer",0.682191780821918,1,"Yes on the warm wash program only","Drum",360
"clothes_washer",2.33972602739726,3,"No","Non-Drum",136.44
"clothes_washer",0.854794520547945,4,"Yes on the warm wash program only","Drum",220.002
"clothes_washer",0.849315068493151,4,"Yes on the warm wash program only","Drum",293.73
"clothes_washer",1.61369863013699,3,"No","Non-Drum",113.36
"clothes_washer",1.3013698630137,2,"Yes on the warm wash program only","Drum",260
"clothes_washer",1.3013698630137,3,"Yes on the warm wash program only","Drum",262
"clothes_washer",0.945205479452055,4,"Yes on the warm wash program only","Drum",425
"clothes_washer",0.945205479452055,4,"Yes on the warm wash program only","Drum",425
"clothes_washer",0.89041095890411,4,"Yes on the warm wash program only","Drum",397.15
"clothes_washer",1.63835616438356,2,"No","Non-Drum",75.2
"clothes_washer",0.838356164383562,4,"Yes on the warm wash program only","Drum",228
"clothes_washer",1.56712328767123,2,"No","Non-Drum",49.5
"clothes_washer",1.46575342465753,3,"Yes on the warm wash program only","Drum",252
"clothes_washer",0.986301369863014,4,"Yes on the warm wash program only","Drum",400.25
"clothes_washer",0.986301369863014,4,"Yes on the warm wash program only","Drum",400.25
"clothes_washer",0.671232876712329,4,"Yes on the warm wash program only","Drum",289.77
"clothes_washer",1.16986301369863,4,"Yes on the warm wash program only","Drum",297
"clothes_washer",0.854794520547945,4,"Yes on the warm wash program only","Drum",219.6
"clothes_washer",1.22191780821918,2,"No","Non-Drum",77
"clothes_washer",0.931506849315068,4,"Yes on the warm wash program only","Drum",293
"clothes_washer",0.876712328767123,4,"No","Non-Drum",138.5
"clothes_washer",2.03835616438356,2,"No","Non-Drum",52.8
"clothes_washer",2.10684931506849,2,"No","Drum",79
"clothes_washer",1.32876712328767,4,"Yes on the warm wash program only","Drum",365.17
"clothes_washer",1.32876712328767,4,"Yes on the warm wash program only","Drum",365.17
"clothes_washer",1.34246575342466,2,"Yes on the warm wash program only","Drum",327
"clothes_washer",0.980821917808219,4,"Yes on the warm wash program only","Drum",286
"clothes_washer",1.18904109589041,2,"Yes on the warm wash program only","Drum",315
"clothes_washer",0.893150684931507,4,"Yes on the warm wash program only","Drum",344
"clothes_washer",1.6986301369863,2,"No","Non-Drum",152.36
"clothes_washer",1.05205479452055,4,"No","Non-Drum",265.39
"clothes_washer",1.05205479452055,4,"No","Non-Drum",265.39
"clothes_washer",1.05205479452055,4,"No","Non-Drum",265.39
"clothes_washer",1.05205479452055,4,"No","Non-Drum",265.39
"clothes_washer",0.83013698630137,4,"Yes on the warm wash program only","Drum",231
"clothes_washer",1.48767123287671,2,"Yes on the warm wash program only","Drum",326
"clothes_washer",1.30684931506849,2,"No","Non-Drum",110
"clothes_washer",1.66575342465753,4,"Yes on the warm wash program only","Drum",308
"clothes_washer",1.71232876712329,2,"No","Non-Drum",149
"clothes_washer",1.71232876712329,2,"No","Non-Drum",149
"clothes_washer",1.71232876712329,2,"No","Non-Drum",149
"clothes_washer",1.71232876712329,2,"No","Non-Drum",149
"clothes_washer",1.71232876712329,2,"No","Non-Drum",149
"clothes_washer",1.67123287671233,2,"No","Non-Drum",158.19
"clothes_washer",1.67123287671233,2,"No","Non-Drum",158.19
"clothes_washer",1.67123287671233,2,"No","Non-Drum",158.19
"clothes_washer",1.67123287671233,2,"No","Non-Drum",158.19
"clothes_washer",1.67123287671233,2,"No","Non-Drum",158.19
"clothes_washer",2.22465753424658,2,"Yes on the warm wash program only","Drum",131.83
"clothes_washer",2.22465753424658,2,"Yes on the warm wash program only","Drum",131.83
"clothes_washer",2.22465753424658,2,"Yes on the warm wash program only","Drum",131.83
"clothes_washer",0.564383561643836,4,"Yes on the warm wash program only","Drum",218
"clothes_washer",1.49041095890411,2,"No","Non-Drum",87
"clothes_washer",1.64383561643836,2,"No","Non-Drum",68
"clothes_washer",2.08767123287671,2,"No","Non-Drum",82
"clothes_washer",0.676712328767123,4,"Yes on the warm wash program only","Drum",217
"clothes_washer",0.676712328767123,4,"Yes on the warm wash program only","Drum",210
"clothes_washer",1.86301369863014,2,"No","Non-Drum",177.39
"clothes_washer",1.86301369863014,2,"No","Non-Drum",177.39
"clothes_washer",1.86301369863014,2,"No","Non-Drum",177.39
"clothes_washer",1.86301369863014,2,"No","Non-Drum",177.39
"clothes_washer",1.86301369863014,2,"No","Non-Drum",177.39
"clothes_washer",0.605479452054794,4,"Yes on the warm wash program only","Drum",173
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",1.52328767123288,2,"Yes on the warm wash program only","Drum",298
"clothes_washer",1.38630136986301,2,"No","Non-Drum",88
"clothes_washer",1.16986301369863,4,"Yes on the warm wash program only","Drum",300
"clothes_washer",1.52328767123288,2,"Yes on the warm wash program only","Drum",322
"clothes_washer",1.38630136986301,2,"No","Non-Drum",90
"clothes_washer",1.0986301369863,2,"No","Non-Drum",62
"clothes_washer",2.08767123287671,2,"No","Non-Drum",88
"clothes_washer",0.698630136986301,4,"Yes on the warm wash program only","Drum",232
"clothes_washer",0.816438356164384,4,"Yes on the warm wash program only","Drum",351
"clothes_washer",1.0986301369863,2,"No","Non-Drum",60
"clothes_washer",1.17260273972603,4,"Yes on the warm wash program only","Drum",320
"clothes_washer",1.16986301369863,3,"Yes on the warm wash program only","Drum",300
"clothes_washer",1.1041095890411,4,"Yes on the warm wash program only","Drum",292
"clothes_washer",0.953424657534247,4,"Yes on the warm wash program only","Drum",310
"clothes_washer",1.02465753424658,4,"Yes on the warm wash program only","Drum",318
"clothes_washer",1.02465753424658,4,"Yes on the warm wash program only","Drum",318
"clothes_washer",1.02465753424658,4,"Yes on the warm wash program only","Drum",318
"clothes_washer",0.835616438356164,4,"Yes on the warm wash program only","Drum",239.06
"clothes_washer",1.0986301369863,2,"No","Non-Drum",62
"clothes_washer",1.23287671232877,3,"Yes on the warm wash program only","Drum",325
"clothes_washer",1.23287671232877,3,"Yes on the warm wash program only","Drum",325
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",244
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",244
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",244
"clothes_washer",0.780821917808219,4,"Yes on the warm wash program only","Drum",243
"clothes_washer",0.780821917808219,4,"Yes on the warm wash program only","Drum",243
"clothes_washer",0.780821917808219,4,"Yes on the warm wash program only","Drum",243
"clothes_washer",2.08767123287671,2,"No","Non-Drum",96
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",241
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",241
"clothes_washer",1.27123287671233,4,"Yes on the warm wash program only","Drum",300
"clothes_washer",1.04109589041096,4,"Yes on the warm wash program only","Drum",369
"clothes_washer",1.58904109589041,2,"No","Non-Drum",161.598
"clothes_washer",1.58904109589041,2,"No","Non-Drum",161.598
"clothes_washer",1.58904109589041,2,"No","Non-Drum",161.598
"clothes_washer",1.1013698630137,4,"Yes on the warm wash program only","Drum",296.4
"clothes_washer",0.915068493150685,4,"Yes on the warm wash program only","Drum",299
