Submit_ID,Brand_Reg,Model_No,Family Name,N-Reg_Date,N-Grandfather-Date,Reg_No,SoldIn,Country,Prod_conf,nov,pno,Apply_type_for,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Input voltage (V) Max,Input voltage (V) Min,Output voltage (V) Min
41780,Dongguan Jiayi Electric Co. Ltd,JY15-050-200-AU,,2008-12-15,,ZPS0002,New Zealand,China,AC-DC,5.0,10.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.adaptorjy.com,240.0,100.0,5.0
41824,David Power,DP15-0901000,,2009-02-18,,ZPS0008,"Australia,New Zealand",China,AC-DC,12.0,0.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.adapter.com.tw,240.0,100.0,9.0
41824,David Power,DP15-1201000,,2009-02-18,,ZPS0008,"Australia,New Zealand",China,AC-DC,12.0,0.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.adapter.com.tw,240.0,100.0,9.0
42313,HELMS-MAN industrial Co.LTD,AD3514045020G,,2009-01-13,,ZPS0004,New Zealand,China,AC-DC,240.0,0.9,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,http://www.helms-man.com,240.0,240.0,240.0
42314,HELMS-MAN industrial Co.LTD,AD3514060030G,,2009-01-13,,ZPS0003,New Zealand,Hong Kong,AC-DC,240.0,1.8,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.helms-man.com,240.0,240.0,240.0
42505,TECHNICS ELECTRONIC CO LTD,AD-12MLA,,2009-02-18,,ZPS0007,"Australia,New Zealand",China,AC-DC,12.0,18.0,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,http://www.technicsgroup.com.tw,240.0,100.0,12.0
42556,Shenzhen Honor electronic co. ltd,ADS-18E-12 1218GPSA,,2009-01-29,,ZPS0005,New Zealand,China,AC-DC,12.0,18.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.honor-cn.com,240.0,100.0,12.0
42626,FranMar,FRA024-S12,,2009-02-10,,ZPS0006,"Australia,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Available,http://www.datamars.com,http://www.franmar.com.tw,240.0,100.0,12.0
42793,TECHNICS ELECTRONIC CO LTD,AD-12ML,,2009-02-18,,ZPS0009,"Australia,New Zealand",China,AC-DC,12.0,18.0,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,http://www.technicsgroup.com.tw,240.0,100.0,12.0
43285,TDC POWER PRODUCTS,SA8S-140-2600-812886,,2009-03-27,,ZPS0010,"Australia,New Zealand",China,AC-DC,14.0,1.5,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Available,http://www.datamars.com,http://www.tdcpower.com/,240.0,100.0,14.0
43426,TVL,TVL-01A,,2009-04-14,,ZPS0011,New Zealand,China,AC-DC,5.4,3.24,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,http://www.tvlcell.com,240.0,100.0,5.4
44387,KUANTECH,KSLFB0800050W1AU,,2009-06-09,,ZPS0012,New Zealand,China,AC-DC,8.0,4.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.twktec.com,240.0,100.0,8.0
44761,KUANTECH,KSUFB0800050D1AU,,2009-06-26,,ZPS0013,New Zealand,China,AC-DC,8.0,4.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.twktec.com,240.0,100.0,8.0
48240,GeoExplorer  2008 Series,Path Finder Pro XH,,2010-02-26,,ZPS0015,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.trimble.com/geoxh.shtml,240.0,100.0,5.0
48240,GeoExplorer  2008 Series,Path Finder Pro XT,,2010-02-26,,ZPS0015,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.trimble.com/geoxh.shtml,240.0,100.0,5.0
48240,GeoExplorer  2008 Series,XH,,2010-02-26,,ZPS0015,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.trimble.com/geoxh.shtml,240.0,100.0,5.0
48240,GeoExplorer  2008 Series,XM,,2010-02-26,,ZPS0015,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.trimble.com/geoxh.shtml,240.0,100.0,5.0
48240,GeoExplorer  2008 Series,XT,,2010-02-26,,ZPS0015,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.trimble.com/geoxh.shtml,240.0,100.0,5.0
48240,Juno SC and SB Handhled series,SB,,2010-02-26,,ZPS0015,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.trimble.com/geoxh.shtml,240.0,100.0,5.0
48240,Juno SC and SB Handhled series,SC,,2010-02-26,,ZPS0015,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.trimble.com/geoxh.shtml,240.0,100.0,5.0
48967,ZIP,LK-D 120040,,2010-01-26,,ZPS0014,New Zealand,China,AC-AC,12.0,4.8,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,,http://www.spillanes.co.nz,240.0,230.0,12.0
53731,Trimble,GeoExplorer 2008 XH,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
53731,,GeoExplorer 2008 XM,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
53731,,GeoExplorer 2008 XT,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
53731,,Juno SB,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
53731,,Juno SC,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
53731,,Juno SD,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
53731,,PathFinder Pro XH,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
53731,,PathFinder Pro XT,,2010-11-16,,ZPS0016,"Australia,New Zealand",China,AC-DC,5.0,13.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.trimble.com/index.aspx,240.0,100.0,5.0
57525,L.T.E,LTE12W-S4-A,,2011-04-15,,ZPS0017,"Australia,New Zealand","China,Taiwan",AC-DC,24.0,12.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,http://www.teco.co.nz/,http://www.lte.com.tw/,240.0,100.0,24.0
58988,JUTAI,JT-DC12V1000,,2011-06-13,,ZPS0018,New Zealand,China,AC-DC,12.0,12.0,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,,240.0,240.0,12.0
59090,JUTAI,JT-DC6V500,,2011-06-17,,ZPS0019,New Zealand,China,AC-DC,6.0,3.0,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,,240.0,240.0,6.0
59493,changzhou bolong electrical appliance Co. ltd,BL-DC-24V450,,2011-07-11,,ZPS0022,New Zealand,China,AC-AC,24.0,10.8,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,,,240.0,230.0,24.0
59495,changzhou bolong electrical appliance Co. ltd,BL 24V100,,2011-07-11,,ZPS0021,New Zealand,China,AC-AC,24.0,2.4,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,,,240.0,230.0,24.0
59498,TDC POWER PRODUCTS,DS-1.5-05D,,2011-07-11,,ZPS0020,New Zealand,China,AC-DC,5.0,1.5,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://tdc@tdcpower.com.tw,240.0,230.0,5.0
59500,TDC POWER PRODUCTS,DS-12-12,,2011-07-13,,ZPS0024,New Zealand,China,AC-AC,12.0,12.0,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,,http://tdc@tdcpower.com.tw,240.0,240.0,12.0
59568,Ningbo Golden,GP-LT240V0150E1-35(AU),,2011-07-12,,ZPS0023,New Zealand,China,AC-AC,24.0,3.6,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,,,240.0,230.0,24.0
59599,changzhou jutai Electronic Co Ltd,JT-850,,2011-07-13,,ZPS0025,New Zealand,China,AC-AC,24.0,20.4,MEPS 2008 (Mark III),Approved,,,Class 3,Unavailable,,,240.0,240.0,24.0
59611,Yueqing,JLH081260600S,,2011-07-15,,ZPS0032,New Zealand,China,AC-DC,12.6,7.6,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,100.0,12.6
59612,Hoyoa,BHY410600300SAA,,2011-07-15,,ZPS0031,New Zealand,China,AC-DC,6.0,1.8,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,230.0,6.0
59614,Hoyoa,BHY411500300SAA,,2011-07-15,,ZPS0030,New Zealand,China,AC-DC,15.0,4.5,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,230.0,15.0
59615,Hoyoa,BHY412250300SAA,,2011-07-15,,ZPS0029,New Zealand,China,AC-DC,22.5,6.75,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,230.0,22.5
59671,changzhou jutai Electronic Co Ltd,JT-500,,2011-07-15,,ZPS0028,New Zealand,China,AC-AC,24.0,12.0,MEPS 2008 (Mark III),Approved,,,Class 3,Unavailable,,,240.0,240.0,24.0
59674,changzhou jutai Electronic Co Ltd,JT-EL31V3.50A,,2011-07-15,,ZPS0027,New Zealand,China,AC-AC,24.0,84.0,MEPS 2008 (Mark III),Approved,,,Class 3,Unavailable,,,240.0,240.0,24.0
59676,changzhou jutai Electronic Co Ltd,JT-EL31V0.20A,,2011-07-15,,ZPS0026,New Zealand,China,AC-DC,24.0,6.0,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,,240.0,220.0,24.0
59768,Mako Networks,6500,,2011-07-21,,ZPS0033,"Australia,New Zealand",Taiwan,AC-DC,12.0,30.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,http://www.makonetworks.com,255.0,90.0,12.0
60221,changzhou taiyu,RKSAADCXXXYYY-W,,2011-08-09,,ZPS0034,New Zealand,China,AC-DC,9.6,24.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,100.0,9.6
60358,Zhejiang YuYao Xianghe Electrical Co Ltd,HB-DC12V6W,,2011-08-15,,ZPS0035,New Zealand,China,AC-DC,12.0,6.0,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,http://www.nbxianghe.com,240.0,240.0,12.0
60515,Click,CPS008060030*,,2011-09-08,,ZPS0038,New Zealand,China,AC-DC,6.0,1.8,MEPS 2008 (Mark III),Approved,,,Class 1,Unavailable,,http://www.clickele.com,230.0,115.0,6.0
60520,Click,CPS008090040*,,2011-09-08,,ZPS0037,New Zealand,China,AC-DC,9.0,3.6,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,http://www.clickele.com,230.0,115.0,9.0
60781,JFEC,JF006-0500150SH,,2011-09-05,,ZPS0036,New Zealand,China,AC-DC,5.0,7.5,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,,240.0,100.0,5.0
61017,CWT,CAE060242,,2016-06-28,,APS4269,"Australia,Fiji,New Zealand",China,AC-DC,24.0,60.0,High Efficiency 2014 (Mark VI),Approved,2021-06-28,,Class 1,Available,,http://www.cwt.com.tw/,240.0,100.0,24.0
61371,HUONIU,HNO070250A,HUONIU,2011-10-28,,ZPS0040,New Zealand,China,AC-DC,7.0,17.5,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,,240.0,100.0,7.0
61371,HUONIU,HUONIU,HUONIU,2011-10-28,,ZPS0040,New Zealand,China,AC-DC,7.0,17.5,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,,240.0,100.0,7.0
61474,Tru-Test,"809939 (purchased as GCH00026, manufacturer's P/N: MM-30835A)",AC-AC 230V-16V 50Hz,2011-10-17,,ZPS0039,"Australia,New Zealand",China,AC-AC,16.0,24.0,MEPS 2008 (Mark III),Approved,,,Class 3,Available,http://www.datamars.com,http://www.tru-test.com/,240.0,230.0,16.0
61474,Tru-Test,AC-AC 230V-16V 50Hz,AC-AC 230V-16V 50Hz,2011-10-17,,ZPS0039,"Australia,New Zealand",China,AC-AC,16.0,24.0,MEPS 2008 (Mark III),Approved,,,Class 3,Available,http://www.datamars.com,http://www.tru-test.com/,240.0,230.0,16.0
61972,ATL,DABF-120200,,2011-11-08,,ZPS0043,New Zealand,China,AC-DC,12.0,24.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,,,240.0,100.0,12.0
62052,changzhou riyi,RYD-240015-IP20,,2011-11-03,,ZPS0041,New Zealand,China,AC-DC,24.0,21.6,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,230.0,24.0
62053,changzhou riyi,RYA-240015-IP20,,2011-11-03,,ZPS0042,New Zealand,China,AC-DC,15.0,1.01,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,230.0,15.0
62489,Fullpower,SAW-0502000,,2011-12-05,,ZPS0044,New Zealand,China,AC-DC,5.0,9.986,High Efficiency 2008 (Mark IV),Approved,2021-12-31,,Class 1,Unavailable,,http://www.szyingyuan.com/,60.0,50.0,5.0
63998,Back Massager,WJA-Y48120800D,,2012-03-02,,ZPS0045,New Zealand,China,AC-DC,12.0,9.79,MEPS 2008 (Mark III),Approved,2022-03-31,,Class 1,Unavailable,,,12.0,12.0,12.0
64365,External Power Supply,WJA-Y48120800D,,2012-03-16,,ZPS0046,New Zealand,China,AC-DC,12.0,9.79,MEPS 2008 (Mark III),Approved,2022-03-31,,Class 1,Unavailable,,,12.0,12.0,12.0
64372,External Power Supply,WJA-Y48120800D,,2012-03-16,,ZPS0047,New Zealand,China,AC-DC,12.0,9.79,MEPS 2008 (Mark III),Approved,2022-03-31,,Class 1,Unavailable,,,12.0,12.0,12.0
66013,Martking,MK138C-1-2,,2012-06-07,,ZPS0049,New Zealand,China,AC-DC,5.0,5.19,High Efficiency 2008 (Mark V),Approved,2022-06-30,,Class 1,Unavailable,http://www.vnd.co.nz/,http://www.martking.com/,240.0,100.0,5.0
66085,Nalin,NLA120050W1S,,2012-06-06,,ZPS0048,New Zealand,China,AC-DC,5.0,6.0,High Efficiency 2008 (Mark IV),Approved,2022-06-30,,Class 1,Available,,,240.0,100.0,5.0
66182,VND,FKS106HSC-0501000S,,2012-10-03,,ZPS0058,New Zealand,China,AC-DC,5.0,5.15,High Efficiency 2008 (Mark V),Approved,2112-10-03,,Class 1,Unavailable,http://www.vnd.co.nz/,http://www.vnd.co.nz/,240.0,100.0,5.0
66324,KCS,SDL5110K,,2012-06-21,,ZPS0050,New Zealand,China,AC-DC,5.0,5.0,High Efficiency 2008 (Mark IV),Approved,2022-06-30,,Class 1,Available,,http://www.kcsi.co.nz/,240.0,100.0,5.0
67168,Mountpower,MTP051SA-0510B,,2012-08-02,,ZPS0051,New Zealand,China,AC-DC,5.0,5.0,MEPS 2008 (Mark III),Approved,,,Class 1,Available,,,240.0,100.0,5.0
67173,oem,APower-07,,2012-09-13,,ZPS0056,New Zealand,China,AC-DC,5.0,10.5,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Unavailable,,,240.0,100.0,5.0
67259,Mountpower,MTP051SA-050100,,2012-08-07,,ZPS0052,New Zealand,China,AC-DC,5.0,5.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Available,,,240.0,100.0,5.0
67350,KCS,RHD10W050100,,2012-08-09,,ZPS0053,New Zealand,China,AC-DC,5.0,5.0,High Efficiency 2008 (Mark IV),Approved,2022-08-31,,Class 1,Available,,http://www.kcsi.co.nz/,240.0,100.0,5.0
67745,KCS,SAW-0501200,,2012-08-30,,ZPS0054,New Zealand,China,AC-DC,5.0,6.0,High Efficiency 2008 (Mark IV),Approved,,,Class 1,Available,,http://www.kcsi.co.nz/,240.0,100.0,5.0
67967,Happymobile Power Supply,HAPPY1-0501200,happymobile power supply,2012-09-07,,ZPS0055,New Zealand,China,AC-AC,5.0,5.0,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,http://www.szyingyuan.com/,http://www.happymobile.co.nz/mobile-phone-accessories-94/wall-chargers-for-mobile-phones-98/,240.0,100.0,5.0
67967,Happymobile Power Supply,HAPPY2-0501200,happymobile power supply,2012-09-07,,ZPS0055,New Zealand,China,AC-AC,5.0,5.0,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,http://www.szyingyuan.com/,http://www.happymobile.co.nz/mobile-phone-accessories-94/wall-chargers-for-mobile-phones-98/,240.0,100.0,5.0
67967,Happymobile Power Supply,happymobile power supply,happymobile power supply,2012-09-07,,ZPS0055,New Zealand,China,AC-AC,5.0,5.0,High Efficiency 2008 (Mark IV),Approved,,,Class 3,Unavailable,http://www.szyingyuan.com/,http://www.happymobile.co.nz/mobile-phone-accessories-94/wall-chargers-for-mobile-phones-98/,240.0,100.0,5.0
68338,Dongguan City Yingju,YJS012F-0502000A,,2012-09-28,,ZPS0057,New Zealand,China,AC-DC,5.0,10.0,High Efficiency 2008 (Mark V),Approved,,,Class 1,Unavailable,http://en.yingju.com/,http://www.en.yingjucn.com/,240.0,100.0,5.0
68953,Mountpower,AC Adapter,AC Adapter,2012-10-23,,ZPS0059,New Zealand,China,AC-DC,12.0,1.553,High Efficiency 2008 (Mark IV),Approved,2112-10-23,,Class 1,Available,,,240.0,100.0,12.0
68953,Mountpower,MTP051SA-120050,AC Adapter,2012-10-23,,ZPS0059,New Zealand,China,AC-DC,12.0,1.553,High Efficiency 2008 (Mark IV),Approved,2112-10-23,,Class 1,Available,,,240.0,100.0,12.0
69048,CHANGZHOU NANFANG ENTERPRISE CO. LTD,NF-240072,,2012-10-26,,ZPS0060,New Zealand,China,AC-AC,24.0,7.2,High Efficiency 2008 (Mark V),Approved,2112-10-26,,Class 3,Unavailable,,,240.0,230.0,24.0
69136,MountPower,MTP051SA-0510B,,2012-11-16,,ZPS0061,"Australia,New Zealand",China,AC-DC,5.0,5.0,High Efficiency 2008 (Mark V),Approved,2112-11-16,,Class 1,Unavailable,,,240.0,100.0,5.0
69850,ATC,EB-101,,2014-02-20,,ZPS0085,New Zealand,China,AC-DC,5.0,10.5,High Efficiency 2008 (Mark V),Approved,2114-02-20,,Class 1,Unavailable,http://www.atc-energytech.com/,http://www.atc-energytech.com/,240.0,100.0,5.0
69862,GPE,GPE038-090010-4,GPE038-xxxyyy-4,2013-01-16,,ZPS0063,New Zealand,China,AC-DC,9.0,0.9,High Efficiency 2008 (Mark V),Approved,2113-01-16,,Class 1,Unavailable,http://www.gpepower.com/,http://www.gpepower.com/,240.0,100.0,9.0
69862,GPE,GPE038-xxxyyy-4,GPE038-xxxyyy-4,2013-01-16,,ZPS0063,New Zealand,China,AC-DC,9.0,0.9,High Efficiency 2008 (Mark V),Approved,2113-01-16,,Class 1,Unavailable,http://www.gpepower.com/,http://www.gpepower.com/,240.0,100.0,9.0
70116,Happymobile Power Supply,HAPPY04,Happymobile Power Supply,2013-01-14,,ZPS0062,New Zealand,China,AC-DC,5.0,10.5,High Efficiency 2008 (Mark V),Approved,2113-01-14,,Class 1,Unavailable,http://www.martking.com/,http://www.happymobile.co.nz/mobile-phone-accessories-94/wall-chargers-for-mobile-phones-98/,10.5,5.0,5.0
70116,Happymobile Power Supply,Happymobile Power Supply,Happymobile Power Supply,2013-01-14,,ZPS0062,New Zealand,China,AC-DC,5.0,10.5,High Efficiency 2008 (Mark V),Approved,2113-01-14,,Class 1,Unavailable,http://www.martking.com/,http://www.happymobile.co.nz/mobile-phone-accessories-94/wall-chargers-for-mobile-phones-98/,10.5,5.0,5.0
70123,Happymobile Power Supply,HAPPY03,Happymobile Power Supply,2013-01-22,,ZPS0064,New Zealand,China,AC-AC,5.0,6.0,High Efficiency 2008 (Mark V),Approved,2113-01-22,,Class 3,Available,http://www.szyingyuan.com/,http://www.happymobile.co.nz/mobile-phone-accessories-94/wall-chargers-for-mobile-phones-98/,240.0,100.0,5.0
70123,Happymobile Power Supply,Happymobile Power Supply,Happymobile Power Supply,2013-01-22,,ZPS0064,New Zealand,China,AC-AC,5.0,6.0,High Efficiency 2008 (Mark V),Approved,2113-01-22,,Class 3,Available,http://www.szyingyuan.com/,http://www.happymobile.co.nz/mobile-phone-accessories-94/wall-chargers-for-mobile-phones-98/,240.0,100.0,5.0
70666,ATL,DAR17CF-12150,,2013-02-21,,ZPS0065,New Zealand,China,AC-DC,12.0,18.0,High Efficiency 2008 (Mark V),Approved,2113-02-21,,Class 1,Unavailable,,,240.0,100.0,12.0
71799,fullpower,saw-0501200,,2013-07-12,,ZPS0075,New Zealand,China,AC-DC,5.0,5.19,High Efficiency 2008 (Mark V),Approved,2113-07-12,,Class 1,Unavailable,,,240.0,100.0,5.0
72042,UP,UP065S,,2013-05-16,,ZPS0067,New Zealand,China,AC-DC,18.5,64.75,High Efficiency 2008 (Mark V),Approved,2113-05-16,,Class 1,Unavailable,,,240.0,100.0,18.5
72047,UP,UP-65W,,2013-05-17,,ZPS0068,New Zealand,China,AC-DC,19.0,64.98,High Efficiency 2008 (Mark V),Approved,2113-05-17,,Class 1,Unavailable,,,19.0,19.0,19.0
72049,UP,YY-502,,2013-05-17,,ZPS0069,New Zealand,China,AC-DC,5.0,10.0,High Efficiency 2008 (Mark V),Approved,2113-05-17,,Class 1,Unavailable,,,240.0,100.0,5.0
72051,UP,A1172 Magsafe,,2013-05-27,,ZPS0071,New Zealand,China,AC-DC,18.5,85.1,High Efficiency 2008 (Mark V),Approved,2113-05-27,,Class 1,Unavailable,,,240.0,100.0,18.5
72052,UP,UP-90W,,2013-05-17,,ZPS0070,New Zealand,China,AC-DC,19.5,91.65,High Efficiency 2008 (Mark V),Approved,2113-05-17,,Class 1,Unavailable,,,240.0,100.0,19.5
72062,Sanger,SG-DCCH001A(B)-2,Travel Charger,2013-05-10,,ZPS0066,New Zealand,China,AC-DC,4.2,2.31,High Efficiency 2008 (Mark V),Approved,2113-05-10,,Class 1,Available,,,240.0,100.0,4.2
72062,Sanger,Travel Charger,Travel Charger,2013-05-10,,ZPS0066,New Zealand,China,AC-DC,4.2,2.31,High Efficiency 2008 (Mark V),Approved,2113-05-10,,Class 1,Available,,,240.0,100.0,4.2
72305,FD,FD35SD-6-100,,2013-07-12,,ZPS0073,New Zealand,China,AC-DC,6.0,0.6,High Efficiency 2008 (Mark IV),Approved,2113-07-12,,Class 1,Available,,,240.0,230.0,6.0
72807,NZsale168,LYD,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1505000,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1853500,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1856500,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1901580 ,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1903160,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1903420 ,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1904740,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1906300,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1953340,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1954620,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD1954700,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD2003250 ,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
72807,NZsale168,LYD2004500,LYD,2013-07-01,,ZPS0072,New Zealand,China,AC-DC,20.0,90.0,MEPS 2008 (Mark III),Approved,2113-07-01,,Class 1,Unavailable,,,240.0,100.0,15.0
73192,MLF,MLF-A00450902500D0041,,2013-07-12,,ZPS0074,New Zealand,China,AC-DC,9.0,22.0,High Efficiency 2008 (Mark V),Approved,2113-07-12,,Class 1,Available,,,240.0,100.0,9.0
73193,FD,FD35SD-6-200,,2013-07-17,,ZPS0076,New Zealand,China,AC-DC,6.0,0.38,High Efficiency 2008 (Mark IV),Approved,2113-07-17,,Class 1,Available,,,240.0,240.0,6.0
73217,LYD,LYD1904740,LYDxxxYYYY,2013-07-30,,ZPS0080,New Zealand,China,AC-DC,19.0,24.0,High Efficiency 2008 (Mark V),Approved,2113-07-30,,Class 1,Unavailable,,,240.0,120.0,19.0
73217,LYD,LYDxxxYYYY,LYDxxxYYYY,2013-07-30,,ZPS0080,New Zealand,China,AC-DC,19.0,24.0,High Efficiency 2008 (Mark V),Approved,2113-07-30,,Class 1,Unavailable,,,240.0,120.0,19.0
